BirdID,LatinName,GermanName,EnglishName
1505,Conirostrum albifrons,Kappenspitzschnabel,Capped Conebill
1506,Conirostrum bicolor,Zweifarben-Spitzschnabel,Bicoloured Conebill
1507,Conirostrum binghami,Riesenspitzschnabel,Giant Conebill
1508,Conirostrum cinereum,Weißstirn-Spitzschnabel,Cinereous Conebill
1509,Conirostrum leucogenys,Weißohr-Spitzschnabel,White-eared Conebill
1510,Conirostrum margaritae,Perlbrust-Spitzschnabel,Pearly-breasted Conebill
1511,Conirostrum rufum,Rotbrauen-Spitzschnabel,Rufous-browed Conebill
1512,Conirostrum sitticolor,Blaurücken-Spitzschnabel,Blue-backed Conebill
1513,Conirostrum speciosum,Rotsteiß-Spitzschnabel,Chestnut-vented Conebill
1514,Conirostrum tamarugense,Rotstirn-Spitzschnabel,Tamarugo Conebill
1515,Conocephalus brevipennis,Short-winged Meadow Katydid,Short-winged Meadow Katydid
1516,Conocephalus fasciatus,Slender Meadow Katydid,Slender Meadow Katydid
1517,Conopias albovittatus,Weißnacken-Maskentyrann,White-ringed Flycatcher
1518,Conopias cinchoneti,Gelbbrauen-Maskentyrann,Lemon-browed Flycatcher
1519,Conopias parvus,Weißring-Maskentyrann,Yellow-throated Flycatcher
1520,Conopias trivirgatus,Olivbrust-Maskentyrann,Three-striped Flycatcher
1521,Conopophaga ardesiaca,Schiefermückenfresser,Slaty Gnateater
1522,Conopophaga aurita,Rostbrust-Mückenfresser,Chestnut-belted Gnateater
1523,Conopophaga castaneiceps,Roststirn-Mückenfresser,Chestnut-crowned Gnateater
1524,Conopophaga cearae,Cearamückenfresser,Ceara Gnateater
1525,Conopophaga lineata,Rotkehl-Mückenfresser,Rufous Gnateater
1526,Conopophaga melanogaster,Weißbüschel-Mückenfresser,Black-bellied Gnateater
1527,Conopophaga melanops,Rotscheitel-Mückenfresser,Black-cheeked Gnateater
1528,Conopophaga peruviana,Graurücken-Mückenfresser,Ash-throated Gnateater
1529,Conopophila albogularis,Rostband-Honigfresser,Rufous-banded Honeyeater
1530,Conostoma aemodium,Riesenpapageimeise,Great Parrotbill
1531,Conothraupis speculigera,Spiegeltangare,Black-and-white Tanager
1532,Contopus caribaeus,Kubaschnäppertyrann,Cuban Pewee
1533,Contopus cinereus,Dunkel-Waldschnäppertyrann,Southern Tropical Pewee
1534,Contopus cooperi,Olivflanken-Schnäppertyrann,Olive-sided Flycatcher
1535,Contopus fumigatus,Schieferschnäppertyrann,Smoke-coloured Pewee
1536,Contopus lugubris,Trauerschnäppertyrann,Dark Pewee
1537,Contopus nigrescens,Dunkelschnäppertyrann,Blackish Pewee
1538,Contopus pertinax,Mexikoschnäppertyrann,Greater Pewee
1539,Contopus sordidulus,Blasskehl-Schnäppertyrann,Western Wood-Pewee
1540,Contopus virens,Hellbauch-Schnäppertyrann,Eastern Wood-Pewee
1541,Copsychus albiventris,Andamanenschama,Andaman Shama
1542,Copsychus albospecularis,Madagaskarschama,Madagascar Magpie-Robin
1543,Copsychus cebuensis,Cebuschama,Black Shama
1544,Copsychus fulicatus,Strauchschmätzer,Indian Robin
1545,Copsychus luzoniensis,Brauenschama,White-browed Shama
1546,Copsychus malabaricus,Weißbürzelschama,White-rumped Shama
1547,Copsychus mindanensis,Philippinenschama,Philippine Magpie-Robin
1548,Copsychus niger,Rußschama,White-vented Shama
1549,Copsychus pyrropygus,Feuerschwanzschama,Rufous-tailed Shama
1550,Copsychus saularis,Dajalschama,Oriental Magpie-Robin
1551,Coracias abyssinicus,Senegalracke,Abyssinian Roller
1552,Coracias benghalensis,Bengalenracke,Indian Roller
1553,Coracias caudatus,Gabelracke,Lilac-breasted Roller
1554,Coracias garrulus,Blauracke,European Roller
1555,Coracina caesia,Waldraupenfänger,Grey Cuckooshrike
1556,Coracina cinerea,Madagaskarraupenfänger,Madagascar Cuckooshrike
1557,Coracina lineata,Gelbaugen-Raupenfänger,Barred Cuckooshrike
1558,Coracina longicauda,Langschwanz-Raupenfänger,Hooded Cuckooshrike
1559,Coracina macei,Maskenraupenfänger,Large Cuckooshrike
1560,Coracina novaehollandiae,Schwarzgesicht-Raupenfänger,Black-faced Cuckooshrike
1561,Coracina papuensis,Weißbauch-Raupenfänger,White-bellied Cuckooshrike
1562,Coracina pectoralis,Weißbrust-Raupenfänger,White-breasted Cuckooshrike
1563,Coracina striata,Bindenraupenfänger,Bar-bellied Cuckooshrike
1564,Coracopsis nigra,Rabenpapagei,Lesser Vasa Parrot
1565,Coracopsis vasa,Vasapapagei,Greater Vasa Parrot
1566,Coragyps atratus,Rabengeier,American Black Vulture
1567,Corapipo altera,Weißkragenpipra,White-ruffed Manakin
1568,Corapipo gutturalis,Weißlatzpipra,White-throated Manakin
1569,Corcorax melanorhamphos,Drosseltöpferkrähe,White-winged Chough
1570,Cormobates leucophaea,Weißkehl-Baumrutscher,White-throated Treecreeper
1571,Cormobates placens,Papuabaumrutscher,Papuan Treecreeper
1572,Corthylio calendula,Rubingoldhähnchen,Ruby-crowned Kinglet
1573,Corvus albicollis,Geierrabe,White-necked Raven
1574,Corvus albus,Schildrabe,Pied Crow
1575,Corvus brachyrhynchos,Amerikakrähe,American Crow
1576,Corvus capensis,Kapkrähe,Cape Crow
1577,Corvus corax,Kolkrabe,Common Raven
1578,Corvus cornix,Nebelkrähe,Hooded Crow
1579,Corvus corone,Rabenkrähe,Carrion Crow
1580,Corvus coronoides,Neuhollandkrähe,Australian Raven
1581,Corvus cryptoleucus,Mexikorabe,Chihuahuan Raven
1582,Corvus dauuricus,Elsterdohle,Daurian Jackdaw
1583,Corvus enca,Sundakrähe,Slender-billed Crow
1584,Corvus florensis,Floreskrähe,Flores Crow
1585,Corvus frugilegus,Saatkrähe,Rook
1586,Corvus hawaiiensis,Hawaiikrähe,Hawaiian Crow
1587,Corvus imparatus,Tamaulipaskrähe,Tamaulipas Crow
1588,Corvus jamaicensis,Jamaikakrähe,Jamaican Crow
1589,Corvus leucognaphalus,Antillenkrähe,White-necked Crow
1590,Corvus macrorhynchos,Dschungelkrähe,Large-billed Crow
1591,Corvus mellori,Gesellschaftskrähe,Little Raven
1592,Corvus monedula,Dohle,Eurasian Jackdaw
1593,Corvus nasicus,Kubakrähe,Cuban Crow
1594,Corvus orru,Torreskrähe,Torresian Crow
1595,Corvus ossifragus,Fischkrähe,Fish Crow
1596,Corvus palmarum,Palmenkrähe,Hispaniolan Palm-Crow
1597,Corvus rhipidurus,Borstenrabe,Fan-tailed Raven
1598,Corvus ruficollis,Wüstenrabe,Brown-necked Raven
1599,Corvus sinaloae,Sinaloakrähe,Sinaloa Crow
1600,Corvus splendens,Glanzkrähe,House Crow
1601,Corvus tasmanicus,Tasmankrähe,Forest Raven
1602,Corvus tristis,Greisenkrähe,Grey Crow
1603,Corvus typicus,Celebeskrähe,Piping Crow
1604,Corvus validus,Molukkenkrähe,Long-billed Crow
1605,Corydon sumatranus,Braunbreitrachen,Dusky Broadbill
1606,Coryphaspiza melanotis,Schwarzkopftangare,Black-masked Finch
1607,Coryphistera alaudina,Chacobuschläufer,Lark-like Brushrunner
1608,Coryphospingus cucullatus,Rothaubentangare,Red-crested Finch
1609,Coryphospingus pileatus,Silberhaubentangare,Pileated Finch
1610,Corythaeola cristata,Riesenturako,Great Blue Turaco
1611,Corythaixoides concolor,Graulärmvogel,Gray Go-away-bird
1612,Corythaixoides leucogaster,Weißbauch-Lärmvogel,White-bellied Go-away-bird
1613,Corythopis delalandi,Schwarzbrusttyrann,Southern Antpipit
1614,Corythopis torquatus,Brustbandtyrann,Ringed Antpipit
1615,Corythornis cristatus,Haubenzwergfischer,Malachite Kingfisher
1616,Coscoroba coscoroba,Coscorobaschwan,Coscoroba Swan
1617,Cossypha albicapillus,Weißscheitelrötel,White-crowned Robin-Chat
1618,Cossypha anomala,Olivflankenrötel,Olive-flanked Robin-Chat
1619,Cossypha archeri,Ruwenzorirötel,Archer's Robin-Chat
1620,Cossypha caffra,Kaprötel,Cape Robin-Chat
1621,Cossypha cyanocampter,Blauschulterrötel,Blue-shouldered Robin-Chat
1622,Cossypha dichroa,Spottrötel,Chorister Robin-Chat
1623,Cossypha heuglini,Weißbrauenrötel,White-browed Robin-Chat
1624,Cossypha humeralis,Weißkehlrötel,White-throated Robin-Chat
1625,Cossypha natalensis,Natalrötel,Red-capped Robin-Chat
1626,Cossypha niveicapilla,Schneescheitelrötel,Snowy-crowned Robin-Chat
1627,Cossypha polioptera,Gray-winged Robin-Chat,Gray-winged Robin-Chat
1628,Cossypha semirufa,Braunrückenrötel,Rüppell's Robin-Chat
1629,Coturnicops noveboracensis,Gelbralle,Yellow Rail
1630,Coturnix coromandelica,Regenwachtel,Rain Quail
1631,Coturnix coturnix,Wachtel,Common Quail
1632,Coturnix delegorguei,Harlekinwachtel,Harlequin Quail
1633,Coturnix japonica,Japanwachtel,Japanese Quail
1634,Coturnix pectoralis,Schwarzbrustwachtel,Stubble Quail
1635,Coua caerulea,Blauseidenkuckuck,Blue Coua
1636,Coua coquereli,Coquerel-Seidenkuckuck,Coquerel's Coua
1637,Coua cristata,Schopfseidenkuckuck,Crested Coua
1638,Coua gigas,Riesenseidenkuckuck,Giant Coua
1639,Coua reynaudii,Rotstirn-Seidenkuckuck,Red-fronted Coua
1640,Coua ruficeps,Rostkappen-Seidenkuckuck,Red-capped Coua
1641,Coua serriana,Rotbrust-Seidenkuckuck,Red-breasted Coua
1642,Cracticus cassicus,Papuakrähenstar,Hooded Butcherbird
1643,Cracticus nigrogularis,Schwarzkehl-Krähenstar,Pied Butcherbird
1644,Cracticus quoyi,Mangrovekrähenstar,Black Butcherbird
1645,Cracticus torquatus,Graurücken-Krähenstar,Grey Butcherbird
1646,Cranioleuca albicapilla,Fahlkappen-Baumschlüpfer,Creamy-crested Spinetail
1647,Cranioleuca albiceps,Hellscheitel-Baumschlüpfer,Light-crowned Spinetail
1648,Cranioleuca antisiensis,Olivrücken-Baumschlüpfer,Line-cheeked Spinetail
1649,Cranioleuca curtata,Graubrauen-Baumschlüpfer,Ash-browed Spinetail
1650,Cranioleuca demissa,Tepuibaumschlüpfer,Tepui Spinetail
1651,Cranioleuca erythrops,Rotgesicht-Baumschlüpfer,Red-faced Spinetail
1652,Cranioleuca gutturata,Fleckenbrustcanastero,Speckled Spinetail
1653,Cranioleuca hellmayri,Santa-Marta-Baumschlüpfer,Streak-capped Spinetail
1654,Cranioleuca marcapatae,Marcapata-Baumschlüpfer,Marcapata Spinetail
1655,Cranioleuca obsoleta,Braunoliv-Baumschlüpfer,Olive Spinetail
1656,Cranioleuca pallida,Minas-Gerais-Baumschlüpfer,Pallid Spinetail
1657,Cranioleuca pyrrhophia,Streifenscheitel-Baumschlüpfer,Stripe-crowned Spinetail
1658,Cranioleuca semicinerea,Graukopf-Baumschlüpfer,Grey-headed Spinetail
1659,Cranioleuca subcristata,Strichelscheitel-Baumschlüpfer,Crested Spinetail
1660,Cranioleuca vulpecula,Flussbaumschlüpfer,Parker's Spinetail
1661,Cranioleuca vulpina,Rostrücken-Baumschlüpfer,Rusty-backed Spinetail
1662,Crateroscelis murina,Braunrückenhuscher,Rusty Mouse-Warbler
1663,Crateroscelis robusta,Braunbauchhuscher,Mountain Mouse-Warbler
1664,Crax alberti,Blaulappenhokko,Blue-billed Curassow
1665,Crax alector,Glattschnabelhokko,Black Curassow
1666,Crax fasciolata,Nacktgesichthokko,Bare-faced Curassow
1667,Crax rubra,Kronenhokko,Great Curassow
1668,Creagrus furcatus,Gabelschwanzmöwe,Swallow-tailed Gull
1669,Creatophora cinerea,Lappenstar,Wattled Starling
1670,Crex crex,Wachtelkönig,Corncrake
1671,Crinifer piscator,Schwarzschwanz-Lärmvogel,Western Plantain-eater
1672,Criniger barbatus,Gelbkehl-Haarbülbül,Western Bearded-Greenbul
1673,Criniger calurus,Rotschwanz-Haarbülbül,Red-tailed Greenbul
1674,Criniger chloronotus,Graubrust-Haarbülbül,Eastern Bearded-Greenbul
1675,Crithagra albogularis,Weißkehlgirlitz,White-throated Canary
1676,Crithagra atrogularis,Angolagirlitz,Black-throated Canary
1677,Crithagra buchanani,Buchanangirlitz,Southern Grosbeak-Canary
1678,Crithagra dorsostriata,Weißbauchgirlitz,White-bellied Canary
1679,Crithagra flaviventris,Gelbbauchgirlitz,Yellow Canary
1680,Crithagra gularis,Südbrauengirlitz,Streaky-headed Seedeater
1681,Crithagra hyposticta,Streifengirlitz,Southern Citril
1682,Crithagra menachensis,Jemengirlitz,Yemen Serin
1683,Crithagra mozambica,Mosambikgirlitz,Yellow-fronted Canary
1684,Crithagra reichenowi,Reichenowgirlitz,Reichenow's Seedeater
1685,Crithagra scotops,Waldgirlitz,Forest Canary
1686,Crithagra striolata,Strichelgirlitz,Streaky Seedeater
1687,Crithagra sulphurata,Schwefelgirlitz,Brimstone Canary
1688,Crossleyia xanthophrys,Gelbbrauen-Madagaskarsänger,Yellow-browed Oxylabes
1689,Crotophaga ani,Glattschnabelani,Smooth-billed Ani
1690,Crotophaga major,Riesenani,Greater Ani
1691,Crotophaga sulcirostris,Riefenschnabelani,Groove-billed Ani
1692,Crypsirina temia,Spatelbaumelster,Racket-tailed Treepie
1693,Cryptillas victorini,Grauwangensänger,Victorin's Warbler
1694,Cryptoleucopteryx plumbea,Bleibussard,Plumbeous Hawk
1695,Cryptopezus nattereri,Fleckenbauch-Ameisenpitta,Speckle-breasted Antpitta
1696,Cryptopipo holochlora,Grünpipra,Green Manakin
1697,Cryptospiza reichenovii,Reichenowastrild,Red-faced Crimsonwing
1698,Cryptosylvicola randrianasoloi,Steineiben-Madagaskarsänger,Cryptic Warbler
1699,Crypturellus atrocapillus,Schwarzkappentinamu,Black-capped Tinamou
1700,Crypturellus bartletti,Bartletttinamu,Bartlett's Tinamou
1701,Crypturellus boucardi,Graukehltinamu,Slaty-breasted Tinamou
1702,Crypturellus cinereus,Grautinamu,Cinereous Tinamou
1703,Crypturellus cinnamomeus,Buschtinamu,Thicket Tinamou
1704,Crypturellus duidae,Graufußtinamu,Grey-legged Tinamou
1705,Crypturellus erythropus,Rotfußtinamu,Red-legged Tinamou
1706,Crypturellus noctivagus,Gelbfußtinamu,Yellow-legged Tinamou
1707,Crypturellus obsoletus,Kastanientinamu,Brown Tinamou
1708,Crypturellus parvirostris,Kleinschnabeltinamu,Small-billed Tinamou
1709,Crypturellus soui,Brauntinamu,Little Tinamou
1710,Crypturellus strigulosus,Rotkehltinamu,Brazilian Tinamou
1711,Crypturellus tataupa,Tataupatinamu,Tataupa Tinamou
1712,Crypturellus transfasciatus,Brauentinamu,Pale-browed Tinamou
1713,Crypturellus undulatus,Wellentinamu,Undulated Tinamou
1714,Crypturellus variegatus,Rotbrusttinamu,Variegated Tinamou
1715,Cuculus canorus,Kuckuck,Common Cuckoo
1716,Cuculus clamosus,Schwarzkuckuck,Black Cuckoo
1717,Cuculus gularis,Afrikakuckuck,African Cuckoo
1718,Cuculus lepidus,Sundakuckuck,Sunda Cuckoo
1719,Cuculus micropterus,Kurzflügelkuckuck,Indian Cuckoo
1720,Cuculus optatus,Hopfkuckuck,Oriental Cuckoo
1721,Cuculus poliocephalus,Gackelkuckuck,Lesser Cuckoo
1722,Cuculus rochii,Madagaskarkuckuck,Madagascar Cuckoo
1723,Cuculus saturatus,Himalajakuckuck,Himalayan Cuckoo
1724,Cuculus solitarius,Einsiedlerkuckuck,Red-chested Cuckoo
1725,Culicicapa ceylonensis,Graukopfschnäpper,Grey-headed Canary-Flycatcher
1726,Culicicapa helianthea,Grünkopfschnäpper,Citrine Canary-Flycatcher
1727,Culicivora caudacuta,Spitzschwanz-Grastyrann,Sharp-tailed Tyrant
1728,Curaeus curaeus,Strichelkopfstärling,Austral Blackbird
1729,Curruca boehmi,Bandgrasmücke,Banded Parisoma
1730,Curruca communis,Dorngrasmücke,Common Whitethroat
1731,Curruca conspicillata,Brillengrasmücke,Spectacled Warbler
1732,Curruca crassirostris,Nachtigallengrasmücke,Eastern Orphean Warbler
1733,Curruca curruca,Klappergrasmücke,Lesser Whitethroat
1734,Curruca hortensis,Orpheusgrasmücke,Western Orphean Warbler
1735,Curruca iberiae,Iberien-Bartgrasmücke,Western Subalpine Warbler
1736,Curruca melanocephala,Samtkopf-Grasmücke,Sardinian Warbler
1737,Curruca nisoria,Sperbergrasmücke,Barred Warbler
1738,Curruca subcoerulea,Meisengrasmücke,Chestnut-vented Warbler
1739,Curruca undata,Provencegrasmücke,Dartford Warbler
1740,Cutia legalleni,Wellenbauchcutia,Vietnamese Cutia
1741,Cutia nipalensis,Himalajacutia,Himalayan Cutia
1742,Cyanerpes caeruleus,Kobaltnaschvogel,Purple Honeycreeper
1743,Cyanerpes cyaneus,Türkisnaschvogel,Red-legged Honeycreeper
1744,Cyanicterus cyanicterus,Ziertangare,Blue-backed Tanager
1745,Cyanistes caeruleus,Blaumeise,Eurasian Blue Tit
1746,Cyanistes cyanus,Lasurmeise,Azure Tit
1747,Cyanistes teneriffae,Kanarenmeise,African Blue Tit
1748,Cyanocitta cristata,Blauhäher,Blue Jay
1749,Cyanocitta stelleri,Diademhäher,Steller's Jay
1750,Cyanocompsa parellina,Lasurkardinal,Blue Bunting
1751,Cyanocorax affinis,Schwarzbrust-Blaurabe,Black-chested Jay
1752,Cyanocorax beecheii,Indigoblaurabe,Purplish-backed Jay
1753,Cyanocorax caeruleus,Azurblaurabe,Azure Jay
1754,Cyanocorax cayanus,Cayenneblaurabe,Cayenne Jay
1755,Cyanocorax chrysops,Kappenblaurabe,Plush-crested Jay
1756,Cyanocorax cristatellus,Krauskopf-Blaurabe,Curl-crested Jay
1757,Cyanocorax cyanomelas,Purpurblaurabe,Purplish Jay
1758,Cyanocorax cyanopogon,Weißnacken-Blaurabe,White-naped Jay
1759,Cyanocorax dickeyi,Schopfblaurabe,Tufted Jay
1760,Cyanocorax melanocyaneus,Hartlaubblaurabe,Bushy-crested Jay
1761,Cyanocorax mystacalis,Weißschwanz-Blaurabe,White-tailed Jay
1762,Cyanocorax sanblasianus,Acapulcoblaurabe,San Blas Jay
1763,Cyanocorax violaceus,Hyazinthblaurabe,Violaceous Jay
1764,Cyanocorax yncas,Inkablaurabe,Green Jay
1765,Cyanocorax yucatanicus,Yucatánblaurabe,Yucatan Jay
1766,Cyanoderma ambiguum,Haringtonbuschtimalie,Buff-chested Babbler
1767,Cyanoderma chrysaeum,Goldbuschtimalie,Golden Babbler
1768,Cyanoderma erythropterum,Rotflügel-Buschtimalie,Chestnut-winged Babbler
1769,Cyanoderma melanothorax,Schwarzstrich-Buschtimalie,Crescent-chested Babbler
1770,Cyanoderma pyrrhops,Schwarzkinn-Buschtimalie,Black-chinned Babbler
1771,Cyanoderma ruficeps,Rotkopf-Buschtimalie,Rufous-capped Babbler
1772,Cyanoderma rufifrons,Rotstirn-Buschtimalie,Rufous-fronted Babbler
1773,Cyanolanius madagascarinus,Blauvanga,Madagascar Blue Vanga
1774,Cyanoliseus patagonus,Felsensittich,Burrowing Parakeet
1775,Cyanoloxia brissonii,Ultramarinkardinal,Ultramarine Grosbeak
1776,Cyanoloxia cyanoides,Stahlkardinal,Blue-black Grosbeak
1777,Cyanoloxia glaucocaerulea,Türkiskardinal,Glaucous-blue Grosbeak
1778,Cyanoloxia rothschildii,Azurstirnkardinal,Amazonian Grosbeak
1779,Cyanolyca armillata,Schwarzbandhäher,Black-collared Jay
1780,Cyanolyca cucullata,Blaukappenhäher,Azure-hooded Jay
1781,Cyanolyca mirabilis,Weißkehlhäher,White-throated Jay
1782,Cyanolyca nanus,Zwerghäher,Dwarf Jay
1783,Cyanolyca pulchra,Schmuckhäher,Beautiful Jay
1784,Cyanolyca pumilo,Schwarzkehlhäher,Black-throated Jay
1785,Cyanolyca turcosa,Türkishäher,Turquoise Jay
1786,Cyanolyca viridicyanus,Weißbandhäher,White-collared Jay
1787,Cyanomitra cyanolaema,Braunrücken-Nektarvogel,Blue-throated Brown Sunbird
1788,Cyanomitra olivacea,Olivnektarvogel,Olive Sunbird
1789,Cyanomitra veroxii,Graunektarvogel,Mouse-coloured Sunbird
1790,Cyanomitra verticalis,Grünkopf-Nektarvogel,Green-headed Sunbird
1791,Cyanopica cooki,Blauelster,Iberian Magpie
1792,Cyanopica cyanus,Azurelster,Azure-winged Magpie
1793,Cyanoptila cumatilis,Türkisblauschnäpper,Zappey's Flycatcher
1794,Cyanoptila cyanomelana,Taigablauschnäpper,Blue-and-white Flycatcher
1795,Cyanoramphus novaezelandiae,Ziegensittich,Red-crowned Parakeet
1796,Cyclarhis gujanensis,Rostbrauenvireo,Rufous-browed Peppershrike
1797,Cyclarhis nigrirostris,Schwarzschnabelvireo,Black-billed Peppershrike
1798,Cygnus atratus,Schwarzschwan,Black Swan
1799,Cygnus buccinator,Trompeterschwan,Trumpeter Swan
1800,Cygnus columbianus,Zwergschwan,Bewick's Swan
1801,Cygnus cygnus,Singschwan,Whooper Swan
1802,Cygnus melancoryphus,Schwarzhalsschwan,Black-necked Swan
1803,Cygnus olor,Höckerschwan,Mute Swan
1804,Cymbilaimus lineatus,Zebraameisenwürger,Fasciated Antshrike
1805,Cymbilaimus sanctaemariae,Bambusameisenwürger,Bamboo Antshrike
1806,Cymbirhynchus macrorhynchos,Karminbreitrachen,Black-and-red Broadbill
1807,Cynanthus latirostris,Breitschnabelkolibri,Broad-billed Hummingbird
1808,Cyornis caerulatus,Sundablauschnäpper,Sunda Blue Flycatcher
1809,Cyornis concretus,Weißschwanz-Blauschnäpper,White-tailed Flycatcher
1810,Cyornis glaucicomans,Chinablauschnäpper,Chinese Blue Flycatcher
1811,Cyornis hainanus,Hainanblauschnäpper,Hainan Blue Flycatcher
1812,Cyornis hoevelli,Blue-fronted Flycatcher,Blue-fronted Flycatcher
1813,Cyornis olivaceus,Olivrücken-Dschungelschnäpper,Fulvous-chested Jungle Flycatcher
1814,Cyornis omissus,Sulawesiblauschnäpper,Sulawesi Blue Flycatcher
1815,Cyornis pallidipes,Keralablauschnäpper,White-bellied Blue Flycatcher
1816,Cyornis poliogenys,Graublauschnäpper,Pale-chinned Flycatcher
1817,Cyornis rubeculoides,Blaukehl-Blauschnäpper,Blue-throated Flycatcher
1818,Cyornis rufigastra,Mangroveblauschnäpper,Mangrove Blue Flycatcher
1819,Cyornis sumatrensis,Indochina-Blauschnäpper,Indochinese Blue Flycatcher
1820,Cyornis superbus,Prachtblauschnäpper,Bornean Blue Flycatcher
1821,Cyornis tickelliae,Tickellblauschnäpper,Tickell's Blue Flycatcher
1822,Cyornis turcosus,Malaienblauschnäpper,Malaysian Blue Flycatcher
1823,Cyornis umbratilis,Graubrust-Dschungelschnäpper,Grey-chested Jungle Flycatcher
1824,Cyornis unicolor,Einfarb-Blauschnäpper,Pale Blue Flycatcher
1825,Cyornis whitei,Hügelblauschnäpper,Hill Blue Flycatcher
1826,Cyphorhinus arada,Orpheuszaunkönig,Musician Wren
1827,Cyphorhinus phaeocephalus,Brillenzaunkönig,Song Wren
1828,Cyphorhinus thoracicus,Kastanienbrust-Zaunkönig,Chestnut-breasted Wren
1829,Cypseloides niger,Schwarzsegler,Black Swift
1830,Cypsiurus balasiensis,Bengalensegler,Asian Palm Swift
1831,Cypsiurus parvus,Palmensegler,African Palm Swift
1832,Cypsnagra hirundinacea,Weißbürzeltangare,White-rumped Tanager
1833,Cyrtonyx montezumae,Montezumawachtel,Montezuma Quail
1834,Cyrtonyx ocellatus,Tränenwachtel,Ocellated Quail
1835,Cyrtoxipha columbiana,Columbian Trig,Columbian Trig
1836,Dacelo gaudichaud,Rotbauchliest,Rufous-bellied Kookaburra
1837,Dacelo leachii,Blauflügelliest,Blue-winged Kookaburra
1838,Dacelo novaeguineae,Jägerliest,Laughing Kookaburra
1839,Dacnis cayana,Blaukopfpitpit,Blue Dacnis
1840,Dacnis flaviventer,Gelbbauchpitpit,Yellow-bellied Dacnis
1841,Dacnis lineata,Maskenpitpit,Black-faced Dacnis
1842,Dacnis venusta,Rotschenkelpitpit,Scarlet-thighed Dacnis
1843,Dactylortyx thoracicus,Singwachtel,Singing Quail
1844,Daphoenositta chrysoptera,Spiegelkleiber,Varied Sittella
1845,Daption capense,Kapsturmvogel,Cape Petrel
1846,Daptrius ater,Gelbkehlkarakara,Black Caracara
1847,Dasylophus cumingi,Schuppenhalskuckuck,Scale-feathered Malkoha
1848,Dasyornis brachypterus,Olivscheitel-Borstenvogel,Eastern Bristlebird
1849,Dasyornis broadbenti,Rotkopf-Borstenvogel,Rufous Bristlebird
1850,Dasyornis longirostris,Tüpfelborstenvogel,Western Bristlebird
1851,Deconychura longicauda,Langschwanz-Baumsteiger,Long-tailed Woodcreeper
1852,Delichon dasypus,Kaschmirschwalbe,Asian House Martin
1853,Delichon urbicum,Mehlschwalbe,Western House Martin
1854,Dendragapus fuliginosus,Küstengebirgshuhn,Sooty Grouse
1855,Dendragapus obscurus,Douglasiengebirgshuhn,Dusky Grouse
1856,Dendrexetastes rufigula,Perlhals-Baumsteiger,Cinnamon-throated Woodcreeper
1857,Dendrocincla anabatina,Hellschwingen-Baumsteiger,Tawny-winged Woodcreeper
1858,Dendrocincla fuliginosa,Grauwangen-Baumsteiger,Plain-brown Woodcreeper
1859,Dendrocincla homochroa,Rostkappen-Baumsteiger,Ruddy Woodcreeper
1860,Dendrocincla merula,Weißkinn-Baumsteiger,White-chinned Woodcreeper
1861,Dendrocincla turdina,Einfarb-Baumsteiger,Plain-winged Woodcreeper
1862,Dendrocincla tyrannina,Tyrannenbaumsteiger,Tyrannine Woodcreeper
1863,Dendrocitta cinerascens,Borneobaumelster,Bornean Treepie
1864,Dendrocitta formosae,Graubrust-Baumelster,Grey Treepie
1865,Dendrocitta leucogastra,Weißbauch-Baumelster,White-bellied Treepie
1866,Dendrocitta vagabunda,Wanderbaumelster,Rufous Treepie
1867,Dendrocolaptes certhia,Amazonien-Bindenbaumsteiger,Amazonian Barred-Woodcreeper
1868,Dendrocolaptes picumnus,Dunkelschnabel-Baumsteiger,Black-banded Woodcreeper
1869,Dendrocolaptes platyrostris,Planaltobaumsteiger,Planalto Woodcreeper
1870,Dendrocolaptes sanctithomae,Mexiko-Bindenbaumsteiger,Northern Barred-Woodcreeper
1871,Dendrocopos analis,Sprenkelbrustspecht,Freckle-breasted Woodpecker
1872,Dendrocopos darjellensis,Darjeelingspecht,Darjeeling Woodpecker
1873,Dendrocopos himalayensis,Himalajaspecht,Himalayan Woodpecker
1874,Dendrocopos hyperythrus,Rostbauchspecht,Rufous-bellied Woodpecker
1875,Dendrocopos leucopterus,Weißflügelspecht,White-winged Woodpecker
1876,Dendrocopos leucotos,Weißrückenspecht,White-backed Woodpecker
1877,Dendrocopos macei,Isabellbrustspecht,Fulvous-breasted Woodpecker
1878,Dendrocopos major,Buntspecht,Great Spotted Woodpecker
1879,Dendrocopos syriacus,Blutspecht,Syrian Woodpecker
1880,Dendrocoptes auriceps,Braunstirnspecht,Brown-fronted Woodpecker
1881,Dendrocoptes medius,Mittelspecht,Middle Spotted Woodpecker
1882,Dendrocygna arcuata,Wanderpfeifgans,Wandering Whistling-Duck
1883,Dendrocygna autumnalis,Rotschnabel-Pfeifgans,Black-bellied Whistling-Duck
1884,Dendrocygna bicolor,Gelbbrust-Pfeifgans,Fulvous Whistling-Duck
1885,Dendrocygna eytoni,Gelbfuß-Pfeifgans,Plumed Whistling-Duck
1886,Dendrocygna javanica,Javapfeifgans,Lesser Whistling-Duck
1887,Dendrocygna viduata,Witwenpfeifgans,White-faced Whistling-Duck
1888,Dendroma erythroptera,Kastanienflügel-Blattspäher,Chestnut-winged Foliage-gleaner
1889,Dendroma rufa,Ockerstirn-Blattspäher,Buff-fronted Foliage-gleaner
1890,Dendronanthus indicus,Baumstelze,Forest Wagtail
